assessmentId,internalTaxonId,scientificName,code,name,international,national,other,subsistence
501662,11242,Lampsilis rafinesqueana,15,Sport hunting/specimen collecting,,,,true
501876,11249,Lampsilis abrupta,1,Food - human,,true,,
502085,11250,Hamiota altilis,15,Sport hunting/specimen collecting,,,,
504863,11922,Pleuronaia dolabelloides,15,Sport hunting/specimen collecting,,,,true
505458,12137,Lithognathus lithognathus,15,Sport hunting/specimen collecting,,true,,true
505458,12137,Lithognathus lithognathus,1,Food - human,,true,,true
506633,12417,Lutjanus cyanopterus,1,Food - human,true,true,,true
510583,12930,Medionidus walkeri,14,Research,,true,,
517865,136129,Telmatobius punctatus,2,Food - animal,,true,,true
517865,136129,Telmatobius punctatus,1,Food - human,,true,,true
519016,136773,Uromys boeadii,1,Food - human,,,,true
523186,137321,Pachysoma aesculapius,15,Sport hunting/specimen collecting,,,,
722547,155018,Sciades parkeri,1,Food - human,true,true,,true
976478,163141,Opisthoteuthis massyae,1,Food - human,true,,,
1009393,163448,Cycloderma aubryi,1,Food - human,,true,,true
1009393,163448,Cycloderma aubryi,13,"Pets/display animals, horticulture",true,,,
1107235,166035,Leptobotia elongata,13,"Pets/display animals, horticulture",true,true,,
1107235,166035,Leptobotia elongata,1,Food - human,,true,,true
1107712,166043,Luciocyprinus langsoni,1,Food - human,,true,,true
1117791,166184,Anguilla japonica,16,Establishing ex-situ production *,,,,
1117791,166184,Anguilla japonica,1,Food - human,true,true,,
1117791,166184,Anguilla japonica,3,Medicine - human & veterinary,true,true,,true
1186569,168449,Gymnostomus horai,1,Food - human,,true,,true
1277724,169514,Mastacembelus oatesii,1,Food - human,,,,true
1278462,169536,Schistura spiesi,13,"Pets/display animals, horticulture",true,,,
1281221,169975,Palinurus elephas,1,Food - human,true,true,,
1285017,170161,Cheimerius matsubarai,1,Food - human,,,,true
1285017,170161,Cheimerius matsubarai,15,Sport hunting/specimen collecting,,,,true
1287308,170173,Acanthopagrus vagus,15,Sport hunting/specimen collecting,,true,,true
1287308,170173,Acanthopagrus vagus,1,Food - human,,,,true
1288745,170183,Chrysoblephus cristiceps,1,Food - human,,true,,
1288745,170183,Chrysoblephus cristiceps,15,Sport hunting/specimen collecting,,true,,true
1288897,170184,Polysteganus praeorbitalis,15,Sport hunting/specimen collecting,,true,,true
1288897,170184,Polysteganus praeorbitalis,1,Food - human,,true,,true
1292034,170199,Acanthopagrus sivicolus,15,Sport hunting/specimen collecting,,,,true
1292034,170199,Acanthopagrus sivicolus,1,Food - human,,,,true
1292756,170204,Cymatoceps nasutus,15,Sport hunting/specimen collecting,,true,,true
1292756,170204,Cymatoceps nasutus,1,Food - human,,true,,true
1293194,170206,Polysteganus undulosus,1,Food - human,,true,,true
1293194,170206,Polysteganus undulosus,15,Sport hunting/specimen collecting,,true,,
1296869,170225,Rhabdosargus globiceps,15,Sport hunting/specimen collecting,,true,,true
1296869,170225,Rhabdosargus globiceps,1,Food - human,,true,,true
1300534,170245,Dentex dentex,15,Sport hunting/specimen collecting,,true,,true
1300534,170245,Dentex dentex,1,Food - human,true,true,,true
1300995,170247,Petrus rupestris,1,Food - human,,,,true
1300995,170247,Petrus rupestris,15,Sport hunting/specimen collecting,,true,,true
1302981,170256,Chrysoblephus gibbiceps,1,Food - human,,true,,
1302981,170256,Chrysoblephus gibbiceps,15,Sport hunting/specimen collecting,,true,,
1316719,17081,Mesoclemmys hogei,1,Food - human,,,,true
1316719,17081,Mesoclemmys hogei,13,"Pets/display animals, horticulture",true,true,,
1317462,170841,Charpentieria spezialensis,15,Sport hunting/specimen collecting,true,true,,
1320304,171033,Charpentieria grohmanniana,15,Sport hunting/specimen collecting,true,true,,
1322956,171214,Macedonica zilchi,15,Sport hunting/specimen collecting,true,true,,
1325724,171408,Charpentieria eminens,15,Sport hunting/specimen collecting,true,true,,
1326286,171446,Charpentieria leucophryna,15,Sport hunting/specimen collecting,true,true,,
1328651,171595,Charpentieria ferrox,15,Sport hunting/specimen collecting,true,true,,
1329393,171649,Charpentieria nobilis,15,Sport hunting/specimen collecting,true,true,,
1330830,171745,Charpentieria crassicostata,15,Sport hunting/specimen collecting,true,true,,
1344202,172524,Rhampholeon acuminatus,13,"Pets/display animals, horticulture",true,,,
1344219,172525,Kinyongia vosseleri,13,"Pets/display animals, horticulture",true,,,
1344396,172529,Rhampholeon temporalis,13,"Pets/display animals, horticulture",true,,,
1344917,172545,Kinyongia matschiei,13,"Pets/display animals, horticulture",true,,,
1345100,172552,Kinyongia tenuis,13,"Pets/display animals, horticulture",true,,,
1345983,172574,Kinyongia multituberculata,13,"Pets/display animals, horticulture",true,,,
1414101,174471,Brachylophus bulabula,13,"Pets/display animals, horticulture",true,,,
1414101,174471,Brachylophus bulabula,1,Food - human,,true,,true
1414514,174477,Ctenosaura nolascensis,13,"Pets/display animals, horticulture",true,true,,
1488437,177488,Naja siamensis,16,Establishing ex-situ production *,,,,
1488437,177488,Naja siamensis,10,"Wearing apparel, accessories",,true,,true
1488437,177488,Naja siamensis,3,Medicine - human & veterinary,true,true,,true
1488437,177488,Naja siamensis,1,Food - human,,true,,true
1491874,177540,Ophiophagus hannah,13,"Pets/display animals, horticulture",true,true,,true
1491874,177540,Ophiophagus hannah,1,Food - human,,true,,true
1491874,177540,Ophiophagus hannah,10,"Wearing apparel, accessories",true,true,,true
1491874,177540,Ophiophagus hannah,3,Medicine - human & veterinary,true,true,,true
1491874,177540,Ophiophagus hannah,12,"Handicrafts, jewellery, etc.",true,true,,true
1497554,177775,Placostylus koroensis,15,Sport hunting/specimen collecting,,,,
1505213,177966,Acanthurus chronixis,1,Food - human,,,,true
1528580,17823,Podocnemis lewyana,3,Medicine - human & veterinary,,,,true
1528580,17823,Podocnemis lewyana,1,Food - human,,true,,true
1540242,178635,Emoia aneityumensis,13,"Pets/display animals, horticulture",true,,,
1542311,178708,Protobothrops sieversorum,18,Unknown,,,,true
1604460,180238,Stichopus herrmanni,3,Medicine - human & veterinary,,true,,
1604460,180238,Stichopus herrmanni,1,Food - human,,true,,true
1606648,180257,Holothuria scabra,16,Establishing ex-situ production *,,,,
1606648,180257,Holothuria scabra,3,Medicine - human & veterinary,true,,,
1606648,180257,Holothuria scabra,1,Food - human,,true,,
1607822,180265,Actinopyga miliaris,3,Medicine - human & veterinary,,,,
1607822,180265,Actinopyga miliaris,1,Food - human,true,true,,
1609567,180275,Holothuria lessoni,1,Food - human,true,true,,true
1615368,180326,Holothuria nobilis,3,Medicine - human & veterinary,true,,,
1615368,180326,Holothuria nobilis,1,Food - human,true,true,,true
1616879,180337,Actinopyga mauritiana,3,Medicine - human & veterinary,true,,,
1616879,180337,Actinopyga mauritiana,1,Food - human,true,,,true
1621102,180368,Apostichopus parvimensis,1,Food - human,,,,
1621878,180373,Isostichopus fuscus,16,Establishing ex-situ production *,,,,
1621878,180373,Isostichopus fuscus,1,Food - human,,,,
1626776,180405,Holothuria arenacava,1,Food - human,,,,
1629389,180424,Apostichopus japonicus,1,Food - human,true,true,,
1630988,180440,Holothuria whitmaei,1,Food - human,true,true,,true
1636021,180481,Thelenota ananas,3,Medicine - human & veterinary,true,,,
1636021,180481,Thelenota ananas,1,Food - human,true,true,,true
1636021,180481,Thelenota ananas,13,"Pets/display animals, horticulture",true,,,
1642310,180518,Actinopyga echinites,3,Medicine - human & veterinary,true,,,
1642310,180518,Actinopyga echinites,1,Food - human,true,,,
1662013,180780,Rhodeus laoensis,1,Food - human,,,,true
1662184,180781,Pterocryptis inusitata,1,Food - human,,,,true
1670546,180856,Oreoglanis lepturus,1,Food - human,,,,true
1679325,180931,Schistura quasimodo,1,Food - human,,,,true
1680115,180938,Poropuntius bolovenensis,1,Food - human,,,,true
1681693,180953,Rhinogobius lineatus,1,Food - human,,,,true
1687703,181006,Schistura atra,1,Food - human,,,,true
1691255,181035,Hemimyzon confluens,1,Food - human,,,,true
1695062,181070,Rhinogobius albimaculatus,1,Food - human,,,,true
1696268,181081,Oreoglanis heteropogon,1,Food - human,,,,true
1697541,181092,Schistura nudidorsum,1,Food - human,,,,true
1705478,181163,Schistura kontumensis,1,Food - human,,,,true
1794593,185958,Coryphopterus lipernes,13,"Pets/display animals, horticulture",true,true,,
1794928,185960,Coryphopterus personatus,13,"Pets/display animals, horticulture",true,true,,
1798139,185980,Elacatinus prochilos,13,"Pets/display animals, horticulture",true,true,,
1834942,187916,Schistura thanho,1,Food - human,,true,,true
1835517,187923,Yasuhikotakia nigrolineata,13,"Pets/display animals, horticulture",true,true,,
1849114,188052,Terateleotris aspro,1,Food - human,,,,true
1932107,189675,Neritina granosa,1,Food - human,,true,,
1941553,190138,Rhomboplites aurorubens,1,Food - human,true,true,,true
1956551,19070,Rafetus euphraticus,1,Food - human,,,,true
1965805,190994,Limnonectes megastomias,1,Food - human,,,,true
1987129,191523,Brotia annamita,1,Food - human,,,,true
1987290,191524,Brotia hoabinhensis,1,Food - human,,,,true
1987445,191525,Brotia laodelectata,1,Food - human,,,,true
2031924,192040,Elaphe moellendorffi,1,Food - human,,true,,true
2031924,192040,Elaphe moellendorffi,3,Medicine - human & veterinary,true,true,,true
2031924,192040,Elaphe moellendorffi,10,"Wearing apparel, accessories",,true,,true
2038059,192086,Popeia buniana,13,"Pets/display animals, horticulture",true,,,
2040894,192109,Naja atra,3,Medicine - human & veterinary,true,true,,
2040894,192109,Naja atra,1,Food - human,true,true,,
2044734,192132,Euprepiophis perlacea,10,"Wearing apparel, accessories",true,true,,
2044734,192132,Euprepiophis perlacea,1,Food - human,true,true,,
2046130,192140,Protobothrops mangshanensis,13,"Pets/display animals, horticulture",true,,,
2048042,192154,Popeia nebularis,13,"Pets/display animals, horticulture",true,,,
2052063,192181,Cryptelytrops kanburiensis,13,"Pets/display animals, horticulture",true,,,
2058297,192227,Naja mandalayensis,1,Food - human,true,true,,
2058297,192227,Naja mandalayensis,12,"Handicrafts, jewellery, etc.",true,,,
2058297,192227,Naja mandalayensis,3,Medicine - human & veterinary,true,,,
2065921,192286,Conus lugubris,15,Sport hunting/specimen collecting,true,,,
2071407,192314,Conus jeanmartini,15,Sport hunting/specimen collecting,,,,
2078486,192350,Conus decoratus,15,Sport hunting/specimen collecting,,,,
2086375,192388,Conus duffyi,15,Sport hunting/specimen collecting,true,,,
2088649,192403,Conus cuneolus,15,Sport hunting/specimen collecting,true,,,
2089031,192406,Conus julii,15,Sport hunting/specimen collecting,,,,
2090038,192412,Conus henckesi,15,Sport hunting/specimen collecting,true,,,
2095176,192437,Conus hennequini,15,Sport hunting/specimen collecting,true,,,
2095334,192438,Conus felitae,15,Sport hunting/specimen collecting,,,,
2102864,192487,Conus echinophilus,15,Sport hunting/specimen collecting,,,,
2103507,192492,Conus xicoi,15,Sport hunting/specimen collecting,true,,,
2104168,192497,Conus mercator,15,Sport hunting/specimen collecting,true,,,
2104958,192503,Conus thevenardensis,12,"Handicrafts, jewellery, etc.",true,,,
2104958,192503,Conus thevenardensis,15,Sport hunting/specimen collecting,true,,,
2107285,192514,Conus tacomae,15,Sport hunting/specimen collecting,true,,,
2108758,192522,Conus bruguieresi,15,Sport hunting/specimen collecting,,,,
2110172,192530,Conus teodorae,15,Sport hunting/specimen collecting,true,,,
2110457,192532,Conus stearnsii,15,Sport hunting/specimen collecting,,,,
2112140,192541,Conus immelmani,15,Sport hunting/specimen collecting,,,,
2112534,192544,Conus crotchii,15,Sport hunting/specimen collecting,true,,,
2114619,192556,Conus belairensis,15,Sport hunting/specimen collecting,,,,
2114619,192556,Conus belairensis,12,"Handicrafts, jewellery, etc.",,,,
2118657,192572,Conus fontonae,15,Sport hunting/specimen collecting,true,,,
2124378,192594,Conus allaryi,15,Sport hunting/specimen collecting,,,,
2125392,192602,Conus salreiensis,15,Sport hunting/specimen collecting,true,,,
2127915,192613,Conus guinaicus,12,"Handicrafts, jewellery, etc.",true,,,
2127915,192613,Conus guinaicus,15,Sport hunting/specimen collecting,true,,,
2130318,192626,Conus mordeirae,15,Sport hunting/specimen collecting,true,,,
2136094,192658,Conus richardbinghami,15,Sport hunting/specimen collecting,,,,
2140922,192684,Conus anabathrum,12,"Handicrafts, jewellery, etc.",true,,,
2140922,192684,Conus anabathrum,15,Sport hunting/specimen collecting,true,,,
2141446,192687,Conus cloveri,15,Sport hunting/specimen collecting,,,,
2143614,192698,Conus rawaiensis,15,Sport hunting/specimen collecting,,,,
2143614,192698,Conus rawaiensis,12,"Handicrafts, jewellery, etc.",,,,
2146547,192709,Conus hybridus,15,Sport hunting/specimen collecting,true,,,
2148017,192715,Conus melvilli,15,Sport hunting/specimen collecting,,,,
2154590,192744,Conus ateralbus,15,Sport hunting/specimen collecting,,,,
2155273,192748,Conus unifasciatus,15,Sport hunting/specimen collecting,true,,,
2158151,192768,Conus hieroglyphus,15,Sport hunting/specimen collecting,true,,,
2161145,192785,Conus regonae,15,Sport hunting/specimen collecting,true,,,
2168622,192823,Conus fernandesi,15,Sport hunting/specimen collecting,,,,
2174430,192852,Conus ardisiaceus,15,Sport hunting/specimen collecting,,,,
2178995,192878,Conus cuvieri,12,"Handicrafts, jewellery, etc.",,,,
2178995,192878,Conus cuvieri,15,Sport hunting/specimen collecting,,,,
2246312,193605,Takifugu chinensis,16,Establishing ex-situ production *,,true,,
2246312,193605,Takifugu chinensis,1,Food - human,true,true,,true
2262650,193700,Balistes punctatus,13,"Pets/display animals, horticulture",true,true,,
2262650,193700,Balistes punctatus,1,Food - human,,true,,true
2295871,194065,Cryptelytrops rubeus,1,Food - human,,true,,true
2310398,194299,Albula glossodonta,1,Food - human,,true,,true
2365291,19488,Rhincodon typus,5,Manufacturing chemicals,,,,true
2365291,19488,Rhincodon typus,3,Medicine - human & veterinary,,,,true
2365291,19488,Rhincodon typus,1,Food - human,,true,,true
2388650,195574,Placostylus elobatus,15,Sport hunting/specimen collecting,,,,
2388966,195577,Placostylus graeffei,15,Sport hunting/specimen collecting,,,,
2389180,195578,Placostylus guanensis,15,Sport hunting/specimen collecting,,,,
2389403,195579,Placostylus hoyti,15,Sport hunting/specimen collecting,,,,
2389624,195580,Placostylus kantavuensis,15,Sport hunting/specimen collecting,,,,
2389817,195581,Placostylus malleatus,15,Sport hunting/specimen collecting,,,,
2390021,195582,Placostylus mbengensis,15,Sport hunting/specimen collecting,,,,true
2390324,195584,Placostylus ochrostoma,15,Sport hunting/specimen collecting,,,,
2390488,195585,Placostylus seemanni,15,Sport hunting/specimen collecting,,,,
2477940,197019,Notarius neogranatensis,1,Food - human,,,,true
2496198,197692,Arachnochium kulsiense,13,"Pets/display animals, horticulture",true,,,
2500187,197794,Caridina trifasciata,2,Food - animal,,true,,
2501422,197820,Caridina longidigita,13,"Pets/display animals, horticulture",true,,,
2503622,197879,Macrobrachium hirtimanus,1,Food - human,,true,,
2506841,197967,Caridina ensifera,1,Food - human,,,,true
2506841,197967,Caridina ensifera,13,"Pets/display animals, horticulture",true,,,
2507226,197973,Caridina caerulea,1,Food - human,,,,true
2507226,197973,Caridina caerulea,13,"Pets/display animals, horticulture",true,,,
2513066,198139,Caridina tumida,13,"Pets/display animals, horticulture",true,,,
2515715,198205,Macrobrachium acanthochirus,1,Food - human,,,,true
2518617,198277,Caridina sarasinorum,13,"Pets/display animals, horticulture",true,,,
2518939,198285,Caridina maculata,13,"Pets/display animals, horticulture",true,,,
2605933,199600,Uromastyx thomasi,16,Establishing ex-situ production *,,,,
2605933,199600,Uromastyx thomasi,13,"Pets/display animals, horticulture",,true,,
2609259,199698,Tarentola chazaliae,13,"Pets/display animals, horticulture",true,,,
2681354,200715,Holothuria fuscogilva,1,Food - human,,,,
2758583,203014,Abronia campbelli,13,"Pets/display animals, horticulture",true,,,
2758590,203015,Abronia fimbriata,13,"Pets/display animals, horticulture",true,,,
2758604,203017,Abronia meledona,13,"Pets/display animals, horticulture",,,,
2761185,203152,Pristidactylus casuhatiensis,13,"Pets/display animals, horticulture",true,,,
2761213,203156,Pristidactylus volcanensis,13,"Pets/display animals, horticulture",true,,,
2764937,203407,Carasobarbus apoensis,15,Sport hunting/specimen collecting,,true,,
2769438,203659,Bothriechis marchi,13,"Pets/display animals, horticulture",,,,
2771710,203829,Trioceros serratus,13,"Pets/display animals, horticulture",true,,,
2780499,21981,Tomistoma schlegelii,12,"Handicrafts, jewellery, etc.",,true,,
2780499,21981,Tomistoma schlegelii,1,Food - human,,,,true
2791124,19243030,Brachylophus fasciatus,1,Food - human,,,,true
2791124,19243030,Brachylophus fasciatus,13,"Pets/display animals, horticulture",,,,true
2791620,2965,Brachylophus vitiensis,1,Food - human,,true,,true
2791620,2965,Brachylophus vitiensis,13,"Pets/display animals, horticulture",,,,true
2994664,44461,Arius festinus,1,Food - human,,,,true
2994760,44462,Arius uncinatus,1,Food - human,,,,true
3014172,5270,Conus cepasi,15,Sport hunting/specimen collecting,true,,,
3014515,54346,Osteopilus vastus,13,"Pets/display animals, horticulture",true,,,
3026493,55265,Phyllobates vittatus,13,"Pets/display animals, horticulture",true,true,,
3027705,55288,Agalychnis annae,13,"Pets/display animals, horticulture",true,,,
3037319,56284,Leptopelis vermiculatus,13,"Pets/display animals, horticulture",true,,,
3043244,5659,Crocodylus acutus,16,Establishing ex-situ production *,,,,
3043244,5659,Crocodylus acutus,10,"Wearing apparel, accessories",true,true,,
3044332,5660,Mecistops cataphractus,10,"Wearing apparel, accessories",true,true,,true
3044332,5660,Mecistops cataphractus,1,Food - human,true,true,,true
3044743,5661,Crocodylus intermedius,3,Medicine - human & veterinary,,,,true
3044743,5661,Crocodylus intermedius,2,Food - animal,,,,true
3046723,5667,Crocodylus palustris,16,Establishing ex-situ production *,,,,
3046723,5667,Crocodylus palustris,3,Medicine - human & veterinary,,true,,true
3046723,5667,Crocodylus palustris,10,"Wearing apparel, accessories",,true,,true
3046723,5667,Crocodylus palustris,1,Food - human,,true,,true
3048087,5671,Crocodylus siamensis,16,Establishing ex-situ production *,,,,
3048087,5671,Crocodylus siamensis,10,"Wearing apparel, accessories",true,true,,
3048087,5671,Crocodylus siamensis,1,Food - human,true,true,,
3055585,57125,Leptodactylus fallax,1,Food - human,true,true,,true
3057646,57328,Telmatobius brevirostris,1,Food - human,,true,,
3057646,57328,Telmatobius brevirostris,3,Medicine - human & veterinary,,true,,
3057820,57329,Telmatobius carrillae,3,Medicine - human & veterinary,,true,,
3057820,57329,Telmatobius carrillae,1,Food - human,,true,,
3059350,57349,Telmatobius marmoratus,1,Food - human,,,,true
3059350,57349,Telmatobius marmoratus,3,Medicine - human & veterinary,,,,true
3059558,57350,Telmatobius mayoloi,1,Food - human,,true,,true
3059558,57350,Telmatobius mayoloi,3,Medicine - human & veterinary,,true,,true
3060175,57365,Telmatobius truebae,3,Medicine - human & veterinary,,true,,true
3060175,57365,Telmatobius truebae,1,Food - human,,true,,true
3067255,58176,Xenopus longipes,13,"Pets/display animals, horticulture",,,,
3078734,97357437,Cuora galbinifrons,11,Other household goods,true,true,,true
3078734,97357437,Cuora galbinifrons,1,Food - human,true,true,,true
3078734,97357437,Cuora galbinifrons,3,Medicine - human & veterinary,true,true,,
3078734,97357437,Cuora galbinifrons,13,"Pets/display animals, horticulture",true,,,
3086539,6004,Cyclanorbis elegans,1,Food - human,,,,true
3088072,6009,Cycloderma frenatum,13,"Pets/display animals, horticulture",true,,,
3088072,6009,Cycloderma frenatum,1,Food - human,true,,,true
3134725,64302,Bothriechis aurifer,13,"Pets/display animals, horticulture",,,,
3139283,75,Acanthochelys pallidipectoris,13,"Pets/display animals, horticulture",true,true,,
3140136,7633,Elliptio spinosa,15,Sport hunting/specimen collecting,,,,true
3147272,8817,Galaxias argenteus,1,Food - human,,true,,
3149054,9021,Chelonoidis duncanensis,1,Food - human,,,,true
3149054,9021,Chelonoidis duncanensis,15,Sport hunting/specimen collecting,true,,,
3149101,9023,Chelonoidis niger,6,Other chemicals,,,,true
3149101,9023,Chelonoidis niger,1,Food - human,,,,true
3173193,10141,Hipposideros lamottei,1,Food - human,,,,true
3175165,10149,Hipposideros marisae,1,Food - human,,,,true
3186143,10264,Hucho hucho,1,Food - human,true,true,,true
3186143,10264,Hucho hucho,15,Sport hunting/specimen collecting,true,true,,
3186676,10268,Huso dauricus,14,Research,,true,,
3186676,10268,Huso dauricus,1,Food - human,true,true,,true
3187455,10269,Huso huso,3,Medicine - human & veterinary,true,true,,true
3187455,10269,Huso huso,5,Manufacturing chemicals,true,true,,
3187455,10269,Huso huso,1,Food - human,true,true,,true
3187455,10269,Huso huso,10,"Wearing apparel, accessories",true,true,,true
3194587,10335,Hydrosaurus pustulatus,1,Food - human,,true,,true
3194587,10335,Hydrosaurus pustulatus,13,"Pets/display animals, horticulture",,true,,true
3198943,10543,Hylobates agilis,13,"Pets/display animals, horticulture",,true,,true
3199263,10547,Hylobates klossii,13,"Pets/display animals, horticulture",,true,,true
3199263,10547,Hylobates klossii,1,Food - human,,true,,true
3199623,10548,Hylobates lar,1,Food - human,,,,true
3199623,10548,Hylobates lar,13,"Pets/display animals, horticulture",,true,,true
3199941,10550,Hylobates moloch,1,Food - human,,,,true
3199941,10550,Hylobates moloch,13,"Pets/display animals, horticulture",,true,,true
3200582,10552,Hylobates pileatus,1,Food - human,,,,true
3204803,10613,Hynobius abei,13,"Pets/display animals, horticulture",,true,,
3205218,10614,Hynobius dunni,13,"Pets/display animals, horticulture",,true,,
3205400,10615,Hynobius hidamontanus,13,"Pets/display animals, horticulture",,true,,
3205733,10617,Hynobius ikioi,1,Food - human,,,,true
3205733,10617,Hynobius ikioi,3,Medicine - human & veterinary,,,,true
3229615,1095,Ambystoma mexicanum,16,Establishing ex-situ production *,,,,
3229615,1095,Ambystoma mexicanum,14,Research,true,true,,
3229615,1095,Ambystoma mexicanum,13,"Pets/display animals, horticulture",true,true,,
3229615,1095,Ambystoma mexicanum,1,Food - human,,,,true
3229615,1095,Ambystoma mexicanum,3,Medicine - human & veterinary,,,,true
3236962,1099,Ambystoma cingulatum,15,Sport hunting/specimen collecting,,true,,
3239370,11021,Kiunga ballochi,16,Establishing ex-situ production *,,,,
3239370,11021,Kiunga ballochi,13,"Pets/display animals, horticulture",true,,,
3249297,11070,Labeo fisheri,1,Food - human,,true,,true
3249894,11074,Haplochromis ishmaeli,1,Food - human,,,,true
3250454,11076,Haplochromis teegelaari,1,Food - human,,,,true
3250728,11077,Haplochromis mylergates,1,Food - human,,,,true
3259920,11175,Lagothrix lagotricha,1,Food - human,,,,true
3274238,11374,Latidens salimalii,1,Food - human,,,,true
3274238,11374,Latidens salimalii,3,Medicine - human & veterinary,,,,true
3288917,1151,Ammotragus lervia,1,Food - human,,,,true
3292503,11534,Lepidochelys olivacea,1,Food - human,,true,,true
3292503,11534,Lepidochelys olivacea,2,Food - animal,,,,true
3306162,11790,Lepus flavigularis,1,Food - human,,,,true
3306162,11790,Lepus flavigularis,13,"Pets/display animals, horticulture",,,,true
3313525,1190,Anabarilius polylepis,1,Food - human,,,,true
3321895,12112,Haplochromis maxillaris,1,Food - human,,,,true
3325402,12143,Litoria aurea,13,"Pets/display animals, horticulture",true,true,,true
3338689,12375,Loris tardigradus,3,Medicine - human & veterinary,,true,,true
3338689,12375,Loris tardigradus,13,"Pets/display animals, horticulture",,true,,true
3338689,12375,Loris tardigradus,1,Food - human,,true,,true
3354519,12548,Macaca arctoides,13,"Pets/display animals, horticulture",true,true,,
3354519,12548,Macaca arctoides,1,Food - human,,true,,true
3354519,12548,Macaca arctoides,15,Sport hunting/specimen collecting,,true,,
3354519,12548,Macaca arctoides,3,Medicine - human & veterinary,true,true,,true
3356200,12553,Macaca maura,13,"Pets/display animals, horticulture",,,,true
3356892,12555,Macaca nemestrina,1,Food - human,,,,true
3357272,12556,Macaca nigra,1,Food - human,,,,true
3357272,12556,Macaca nigra,13,"Pets/display animals, horticulture",true,true,,
3358033,12559,Macaca silenus,13,"Pets/display animals, horticulture",,true,,true
3358033,12559,Macaca silenus,1,Food - human,,true,,true
3358720,12560,Macaca sinica,15,Sport hunting/specimen collecting,,true,,true
3358720,12560,Macaca sinica,13,"Pets/display animals, horticulture",,,,true
3359140,12561,Macaca sylvanus,13,"Pets/display animals, horticulture",true,true,,
3359793,12563,Macaca tonkeana,1,Food - human,,true,,true
3359793,12563,Macaca tonkeana,13,"Pets/display animals, horticulture",,true,,true
3360226,12568,Macaca nigrescens,1,Food - human,,,,true
3369754,12654,Macrovipera schweizeri,13,"Pets/display animals, horticulture",true,true,,
3377185,12753,Mandrillus leucophaeus,1,Food - human,,true,,true
3377579,12754,Mandrillus sphinx,1,Food - human,,true,,true
3381123,12776,Mantella aurantiaca,13,"Pets/display animals, horticulture",true,,,
3381899,12798,Margaritifera auricularia,12,"Handicrafts, jewellery, etc.",,,,
3386921,12827,Marmota menzbieri,1,Food - human,,,,true
3386921,12827,Marmota menzbieri,10,"Wearing apparel, accessories",,,,true
3418986,13198,Mertensiella caucasica,13,"Pets/display animals, horticulture",true,true,,
3420155,13215,Mesocapromys angelcabrerai,18,Unknown,,,,true
3467805,132865,Alveopora japonica,13,"Pets/display animals, horticulture",true,,,
3468128,132866,Montipora angulata,13,"Pets/display animals, horticulture",true,,,
3470090,132870,Moseleya latistellata,13,"Pets/display animals, horticulture",true,,,
3479919,132890,Catalaphyllia jardinei,16,Establishing ex-situ production *,,,,
3479919,132890,Catalaphyllia jardinei,13,"Pets/display animals, horticulture",true,,,
3480772,132892,Montipora hodgsoni,13,"Pets/display animals, horticulture",true,,,
3482552,132896,Alveopora marionensis,13,"Pets/display animals, horticulture",true,,,
3483414,132898,Goniopora cellulosa,13,"Pets/display animals, horticulture",true,,,
3483734,132899,Favia rosaria,13,"Pets/display animals, horticulture",true,,,
3488412,132909,Acropora turaki,13,"Pets/display animals, horticulture",true,,,
3490569,132913,Acropora rudis,13,"Pets/display animals, horticulture",true,,,
3493758,132920,Echinopora ashmorensis,13,"Pets/display animals, horticulture",true,,,
3497113,132928,Pectinia lactuca,13,"Pets/display animals, horticulture",true,,,
3498147,132930,Montipora gaimardi,13,"Pets/display animals, horticulture",true,,,
3498522,132931,Acropora willisae,13,"Pets/display animals, horticulture",true,,,
3499012,132932,Montipora orientalis,13,"Pets/display animals, horticulture",true,,,
3500180,132935,Acropora plumosa,13,"Pets/display animals, horticulture",true,,,
3503328,132942,Montipora patula,13,"Pets/display animals, horticulture",true,,,
3510441,132959,Porites desilveri,13,"Pets/display animals, horticulture",true,,,
3516341,132972,Acropora paniculata,13,"Pets/display animals, horticulture",true,,,
3516876,132973,Anacropora matthai,13,"Pets/display animals, horticulture",true,,,
3517278,132974,Plerogyra discus,13,"Pets/display animals, horticulture",true,,,
3519010,132977,Montipora stilosa,13,"Pets/display animals, horticulture",true,,,
3522855,132984,Acropora derawanensis,13,"Pets/display animals, horticulture",true,,,
3525960,132990,Acropora multiacuta,13,"Pets/display animals, horticulture",true,,,
3528386,132995,Goniopora planulata,13,"Pets/display animals, horticulture",true,,,
3534713,133064,Montipora florida,13,"Pets/display animals, horticulture",true,,,
3537466,133007,Montipora malampaya,13,"Pets/display animals, horticulture",true,,,
3538624,133079,Montipora meandrina,13,"Pets/display animals, horticulture",true,,,
3540096,133081,Acropora kirstyae,13,"Pets/display animals, horticulture",true,,,
3544759,133014,Goniopora polyformis,13,"Pets/display animals, horticulture",true,,,
3551566,133092,Astreopora incrustans,13,"Pets/display animals, horticulture",true,,,
3552627,133093,Alveopora daedalea,13,"Pets/display animals, horticulture",true,,,
3567265,133107,Porites attenuata,13,"Pets/display animals, horticulture",true,,,
3571758,133112,Acropora caroliniana,13,"Pets/display animals, horticulture",true,,,
3572830,133113,Montipora cactus,13,"Pets/display animals, horticulture",true,,,
3574580,133115,Acropora retusa,13,"Pets/display animals, horticulture",true,,,
